candidate_id,age_group,minimal_proxy,with_proxies,without_direct_age_proxies,delta_with_vs_without,delta_without_vs_minimal,delta_with_vs_minimal
cand_008739,<30,0.62837756,0.6302912,0.6393859,-0.0090946555,0.011008322,0.0019136667
cand_008749,40-49,0.7227006,0.65829706,0.72773194,-0.06943488,0.0050313473,-0.064403534
cand_008762,40-49,0.50734425,0.6115198,0.54147846,0.07004136,0.03413421,0.10417557
cand_008773,<30,0.69296336,0.57542264,0.6290521,-0.053629458,-0.06391126,-0.11754072
cand_008783,60+,0.7010803,0.68076277,0.71918106,-0.038418293,0.018100739,-0.020317554
cand_008788,<30,0.54220283,0.5521257,0.5905895,-0.03846383,0.048386693,0.009922862
cand_008798,<30,0.46970987,0.53426206,0.49239856,0.0418635,0.022688687,0.06455219
cand_008799,30-39,0.5886347,0.5210722,0.5678637,-0.046791494,-0.020771027,-0.06756252
cand_008821,30-39,0.6075953,0.58315635,0.645821,-0.06266463,0.03822565,-0.024438977
cand_008838,40-49,0.63635516,0.6213624,0.62180495,-0.0004425645,-0.014550209,-0.0149927735
cand_008870,30-39,0.6922894,0.6766523,0.7005813,-0.023929,0.0082919,-0.0156371
cand_008876,50-59,0.62329626,0.62332106,0.6641974,-0.04087633,0.040901124,2.4795532e-05
cand_008880,30-39,0.63230467,0.63274443,0.6558845,-0.023140073,0.023579836,0.00043976307
cand_008915,60+,0.57895505,0.58754957,0.57223094,0.015318632,-0.006724119,0.008594513
cand_008946,<30,0.6312346,0.52106196,0.65982175,-0.13875979,0.028587162,-0.11017263
cand_008949,40-49,0.7069725,0.7226511,0.7500581,-0.02740699,0.043085635,0.015678644
cand_008953,60+,0.6663747,0.679417,0.698936,-0.019518971,0.032561302,0.013042331
cand_009009,50-59,0.49283773,0.57124007,0.48773777,0.08350229,-0.005099952,0.07840234
cand_009012,60+,0.54448426,0.6030588,0.5882065,0.014852285,0.043722272,0.058574557
cand_009015,60+,0.71328926,0.66624355,0.696903,-0.030659437,-0.01638627,-0.047045708
cand_009036,<30,0.5456954,0.5811219,0.5398856,0.04123634,-0.0058098435,0.035426497
cand_009044,60+,0.69046056,0.725374,0.7280433,-0.0026693344,0.037582755,0.03491342
cand_009055,<30,0.587559,0.6055195,0.55869114,0.04682833,-0.02886784,0.017960489
cand_009058,30-39,0.67503595,0.626222,0.6765752,-0.05035317,0.0015392303,-0.04881394
cand_009075,40-49,0.61027867,0.6291088,0.71995294,-0.090844154,0.109674275,0.01883012
cand_009080,40-49,0.52230287,0.6072533,0.62500024,-0.017746925,0.10269737,0.08495045
cand_009103,30-39,0.47770512,0.48278227,0.49103597,-0.008253694,0.013330847,0.0050771534
cand_009114,<30,0.5933627,0.62674844,0.5779607,0.048787713,-0.015401959,0.033385754
cand_009121,<30,0.5777508,0.57241035,0.592785,-0.020374656,0.015034199,-0.005340457
cand_009123,50-59,0.57536197,0.66308904,0.69875133,-0.035662293,0.12338936,0.08772707
cand_009136,<30,0.57402754,0.5790509,0.5177734,0.06127751,-0.05625415,0.0050233603
cand_009150,30-39,0.4816834,0.5589632,0.5965892,-0.037626028,0.114905804,0.07727978
cand_009153,50-59,0.61308956,0.506653,0.55430984,-0.047656834,-0.058779716,-0.10643655
cand_009158,40-49,0.5948818,0.60773134,0.63004714,-0.0223158,0.03516537,0.012849569
cand_009166,60+,0.62158644,0.63658327,0.62879056,0.0077927113,0.0072041154,0.014996827
cand_009178,60+,0.5734091,0.64134824,0.65011036,-0.008762121,0.07670128,0.06793916
cand_009196,50-59,0.6077065,0.6326431,0.6348043,-0.0021612048,0.027097821,0.024936616
cand_009198,<30,0.5928702,0.6064482,0.6017394,0.004708767,0.008869231,0.013577998
cand_009205,60+,0.6154359,0.56231505,0.5665789,-0.004263878,-0.048856974,-0.05312085
cand_009209,<30,0.56562805,0.58944285,0.5280391,0.06140375,-0.037588954,0.023814797
cand_009210,40-49,0.6117464,0.5630741,0.6044564,-0.041382313,-0.007289946,-0.04867226
cand_009217,40-49,0.6057894,0.636129,0.62781024,0.008318782,0.022020817,0.030339599
cand_009244,30-39,0.5416554,0.47703663,0.53970563,-0.06266901,-0.0019497871,-0.064618796
cand_009249,<30,0.66206455,0.54217094,0.5314221,0.010748863,-0.13064247,-0.11989361
cand_009256,30-39,0.58243203,0.6052092,0.6411365,-0.035927355,0.058704495,0.02277714
cand_009264,60+,0.6493511,0.6421227,0.59962773,0.042494953,-0.049723387,-0.007228434
cand_009266,30-39,0.587113,0.6481688,0.64146096,0.006707847,0.054347932,0.06105578
cand_009269,40-49,0.55153584,0.63954014,0.5732844,0.06625575,0.021748543,0.08800429
cand_009288,50-59,0.7176095,0.7147869,0.73045325,-0.015666366,0.012843728,-0.0028226376
cand_009289,<30,0.6337862,0.5309663,0.61153406,-0.08056778,-0.022252142,-0.10281992
cand_009291,<30,0.6614871,0.64433825,0.64970803,-0.0053697824,-0.01177907,-0.017148852
cand_009295,40-49,0.62370324,0.6615878,0.71115625,-0.049568474,0.08745301,0.037884533
cand_009317,<30,0.5322803,0.5868781,0.54483175,0.042046368,0.012551427,0.054597795
cand_009330,<30,0.6219568,0.67644787,0.64413214,0.03231573,0.022175312,0.054491043
cand_009331,60+,0.67462456,0.6808057,0.71938944,-0.038583755,0.044764876,0.006181121
cand_009343,60+,0.6620004,0.65846366,0.6897213,-0.03125763,0.027720869,-0.0035367608
cand_009350,40-49,0.57503515,0.65154874,0.60967684,0.041871905,0.034641683,0.07651359
cand_009354,60+,0.55596584,0.55089146,0.5780089,-0.027117431,0.02204305,-0.005074382
cand_009392,<30,0.5548663,0.5307815,0.5427804,-0.011998892,-0.012085915,-0.024084806
cand_009400,60+,0.65916115,0.668876,0.6867183,-0.017842293,0.027557135,0.009714842
cand_009405,<30,0.6175734,0.60164756,0.6323824,-0.030734837,0.014809012,-0.015925825
cand_009411,30-39,0.6727065,0.6383048,0.67536986,-0.03706503,0.002663374,-0.034401655
cand_009415,30-39,0.5668632,0.5884795,0.5541456,0.034333944,-0.012717605,0.02161634
cand_009429,50-59,0.66487134,0.69560933,0.69085443,0.004754901,0.025983095,0.030737996
cand_009431,<30,0.5543279,0.5324493,0.48160154,0.05084777,-0.07272637,-0.0218786
cand_009445,30-39,0.6025611,0.59689534,0.6001992,-0.0033038855,-0.0023618937,-0.005665779
cand_009449,60+,0.714569,0.67852646,0.68363744,-0.005110979,-0.030931532,-0.03604251
cand_009476,40-49,0.58680135,0.56580377,0.6190164,-0.053212643,0.03221506,-0.020997584
cand_009483,30-39,0.6518364,0.6418123,0.6219714,0.019840896,-0.029864967,-0.010024071
cand_009485,30-39,0.6002617,0.6701499,0.61861336,0.05153656,0.018351674,0.069888234
cand_009495,40-49,0.57750034,0.6669327,0.621643,0.045289695,0.044142663,0.08943236
cand_009503,60+,0.6042254,0.61630166,0.660874,-0.044572353,0.056648612,0.012076259
cand_009512,50-59,0.69264364,0.7338308,0.6861334,0.047697425,-0.0065102577,0.041187167
cand_009522,50-59,0.4986357,0.5783471,0.6489955,-0.07064843,0.15035981,0.07971138
cand_009536,30-39,0.5383241,0.568406,0.582069,-0.013662994,0.043744862,0.030081868
cand_009557,<30,0.60527664,0.66377246,0.71298164,-0.049209177,0.107705,0.05849582
cand_009572,60+,0.6553881,0.6765373,0.6142563,0.062280953,-0.041131794,0.021149158
cand_009600,30-39,0.52536094,0.5877464,0.55339307,0.034353316,0.028032124,0.06238544
cand_009610,<30,0.63425255,0.58864516,0.5882699,0.00037527084,-0.04598266,-0.045607388
cand_009614,60+,0.6181538,0.63895524,0.7047762,-0.06582099,0.08662242,0.020801425
cand_009639,30-39,0.5868664,0.56085426,0.5192412,0.041613042,-0.067625165,-0.026012123
cand_009655,40-49,0.5838749,0.63383806,0.64346385,-0.0096257925,0.05958897,0.049963176
cand_009656,50-59,0.6470418,0.62331784,0.6742127,-0.050894856,0.027170897,-0.02372396
cand_009661,40-49,0.70295113,0.68880224,0.68151325,0.0072889924,-0.021437883,-0.014148891
cand_009663,<30,0.54978395,0.582259,0.5541538,0.0281052,0.004369855,0.032475054
cand_009673,60+,0.6817423,0.6968616,0.6722345,0.02462715,-0.009507835,0.015119314
cand_009681,50-59,0.51630294,0.50795186,0.51770484,-0.009752989,0.0014019012,-0.008351088
cand_009688,50-59,0.6278104,0.608668,0.6484617,-0.03979367,0.02065128,-0.01914239
cand_009690,40-49,0.695608,0.6553011,0.7014364,-0.046135306,0.0058283806,-0.040306926
cand_009696,60+,0.6743461,0.65038216,0.6838231,-0.033440948,0.009477019,-0.023963928
cand_009697,60+,0.66798866,0.65603673,0.67798877,-0.021952033,0.01000011,-0.011951923
cand_009725,<30,0.5892967,0.64475715,0.5946857,0.050071478,0.005388975,0.055460453
cand_009727,50-59,0.69107676,0.7345592,0.6917475,0.04281169,0.00067073107,0.043482423
cand_009744,<30,0.6649678,0.6366328,0.6089328,0.027700007,-0.056034982,-0.028334975
cand_009746,<30,0.50056916,0.53189814,0.5534709,-0.021572769,0.052901745,0.031328976
cand_009759,40-49,0.678681,0.6645052,0.6570797,0.007425487,-0.02160132,-0.014175832
cand_009768,30-39,0.5690866,0.53019285,0.5904423,-0.060249448,0.021355689,-0.03889376
cand_009774,50-59,0.5519347,0.6153787,0.58291924,0.032459438,0.03098452,0.06344396
cand_009792,60+,0.59681976,0.57914436,0.61929244,-0.04014808,0.02247268,-0.0176754
cand_009794,60+,0.4815635,0.52326745,0.5373526,-0.014085174,0.055789113,0.04170394
cand_009801,30-39,0.52541405,0.586637,0.46573383,0.120903194,-0.059680223,0.06122297
cand_009808,30-39,0.5680432,0.5753271,0.61310625,-0.037779152,0.04506308,0.007283926
cand_009810,50-59,0.6453323,0.67721844,0.6317401,0.045478344,-0.013592184,0.03188616
cand_009819,60+,0.5906476,0.64001554,0.66605073,-0.02603519,0.075403154,0.049367964
cand_009844,40-49,0.6538497,0.6313529,0.65881944,-0.027466536,0.004969716,-0.02249682
cand_009854,50-59,0.6428267,0.679551,0.6211076,0.058443427,-0.021719098,0.03672433
cand_009858,40-49,0.5604888,0.5207802,0.5608232,-0.040042996,0.00033438206,-0.039708614
cand_009871,40-49,0.59666586,0.63697815,0.62252736,0.0144507885,0.025861502,0.04031229
cand_009881,50-59,0.6245933,0.62046427,0.6100308,0.010433495,-0.014562547,-0.004129052
cand_009900,30-39,0.6564814,0.5801126,0.68185,-0.10173744,0.02536863,-0.07636881
cand_009901,<30,0.65428674,0.64242166,0.6065655,0.035856187,-0.047721267,-0.011865079
cand_009902,<30,0.59553224,0.6042783,0.5772307,0.027047634,-0.018301547,0.008746088
cand_009926,<30,0.6422491,0.623979,0.6178831,0.006095886,-0.024366021,-0.018270135
cand_009930,60+,0.7236398,0.7459516,0.6976137,0.048337877,-0.02602607,0.022311807
cand_009933,50-59,0.5461837,0.5356295,0.58701265,-0.051383138,0.040828943,-0.010554194
cand_009940,50-59,0.5109823,0.61307836,0.5780885,0.034989834,0.06710625,0.10209608
cand_009955,40-49,0.6436869,0.7025847,0.6976223,0.0049623847,0.05393541,0.058897793
cand_009970,30-39,0.6219508,0.6169035,0.6449158,-0.028012335,0.022965014,-0.0050473213
cand_009996,30-39,0.56450915,0.53188336,0.5544889,-0.022605538,-0.010020256,-0.032625794
